G000695235	G000719825	63.2283
G000695235	G001484705	69.0674
G000204605	G000719825	69.0873
G002699025	G004213565	70.3412
G000737325	G004213565	70.6169
G000185805	G003978805	71.276
G000025265	G009785395	72.0196
G001655195	G002163065	72.0865
G000284235	G002163065	72.5479
G000092245	G002163065	72.6921
G001878855	G002163065	72.7855
G900188055	G009377535	72.8629
G000622245	G900545035	72.9797
G003554425	G007122295	72.9897
G001263205	G009780955	73.0119
G004364865	G013002175	73.031
G004115885	G002163065	73.0618
G900129565	G003542165	73.1197
G000735045	G010436015	73.16
G000716715	G007130245	73.1936
G000934745	G011049455	73.226
G000716715	G009377645	73.4862
G000717135	G009377645	73.5566
G007483665	G009377645	73.5805
G004364865	G007124885	73.7368
G000018105	G012033135	73.7659
G004803695	G009775075	73.8371
G000237145	G009377645	73.8678
G009882915	G002384365	74.0694
G000687395	G902498835	74.1509
G000009945	G902498835	74.2877
G010030895	G009691185	74.2912
G000026405	G002386555	74.3195
G001314865	G003242115	74.3565
G001184205	G002011835	74.3838
G002090115	G003246255	74.3882
G000332035	G007693955	74.3897
G000173615	G002878035	74.3937
G012960515	G012269805	74.4482
G000482485	G003454625	74.4644
G000717475	G011049455	74.4736
G000759715	G003246255	74.508
G000341345	G002339505	74.5296
G003605055	G002011835	74.6221
G011764445	G007130245	74.6568
G001437855	G009691185	74.6704
G001438395	G009691185	74.7086
G000020565	G001897825	74.7153
G000350145	G013002175	74.7233
G902620525	G902551865	74.7476
G000317435	G012034595	74.8225
G001437905	G009691185	74.8307
G011764445	G009377645	74.8476
G000717475	G002299865	74.8632
G002409625	G012839565	74.8881
G009874475	G002697825	74.8893
G001885615	G003454485	74.945
G000332195	G012034765	74.9995
G000348785	G013002175	75.0013
G900129455	G004299665	75.0072
G002418285	G011525805	75.0292
G902582155	G902551865	75.0384
G000145235	G009377645	75.044
G001437755	G009691185	75.044
G003030385	G007130245	75.0492
G000296465	G900545845	75.0593
G000332195	G012030825	75.0699
G000403435	G900544615	75.074
G001437425	G900460455	75.0747
G000429045	G007693435	75.0863
G001439225	G009691185	75.1322
G001567585	G007130245	75.1404
G003696205	G001898175	75.2044
G000429605	G011391255	75.2054
G000168715	G005862225	75.2072
G000626675	G002482225	75.2082
G000876225	G007130245	75.2434
G001975465	G005862225	75.2559
G002429515	G011524725	75.2571
G001429255	G001898175	75.2647
G001577345	G002405315	75.2691
G001829785	G002422695	75.273
G000469445	G900544615	75.2802
G000015265	G002384855	75.3155
G000011365	G003963195	75.3197
G000325665	G900545435	75.3338
G001829695	G002422695	75.3702
G000092845	G900545435	75.4117
G012911975	G003241845	75.4171
G001567585	G009377645	75.435
G900111925	G001898175	75.4484
G001027285	G003612255	75.5055
G004519545	G002384855	75.5085
G000876225	G009377645	75.5756
G001426485	G002476985	75.5955
G000497425	G000719825	75.6011
G000519045	G011391255	75.6028
G900104755	G003963195	75.611
G000747315	G002339505	75.6115
G003030385	G009377645	75.6365
G009829685	G001898175	75.6367
G001676785	G900545435	75.6453
G000938975	G000719825	75.6549
G900129645	G002433005	75.6695
G008087345	G002384855	75.6807
G001027285	G006519765	75.7063
G000718095	G000719825	75.713
G000218545	G001898175	75.7394
G008933675	G011391255	75.7833
G000285595	G002342085	75.8225
G000376645	G900638075	75.837
G000518245	G900545435	75.8394
